timestamp,download,upload,ping,bytes_sent,bytes_received
2021-02-11T12:20:02.496172Z,115659939.29626769,11808384.072480377,15.957,15048704,146743814
2021-02-11T12:30:02.936071Z,117208044.2635107,11253989.133888105,20.07,14548992,146733574
2021-02-11T12:40:02.601941Z,116975204.21301787,11672922.048739914,18.151,14737408,146720380
2021-02-11T12:50:02.561644Z,115690717.76897739,11083627.794864768,21.341,14753792,146761340
2021-02-11T13:00:02.516569Z,117316454.5440921,11561157.834156537,17.021,14565376,147263100
2021-02-11T13:10:02.470616Z,60194520.58936977,11593562.852480441,18.422,15056896,76188836
2021-02-11T13:20:02.511695Z,116151604.12504464,11537879.601660624,19.279,14852096,147020294
2021-02-11T13:30:02.535791Z,116006433.94132304,11433503.541225981,19.72,14467072,146751100
2021-02-11T13:40:02.826257Z,117104252.72898793,11662986.051392548,15.745,15228928,147143174
2021-02-11T13:50:02.641389Z,116916809.91184203,11214059.835943967,18.991,14557184,146326928
2021-02-11T14:00:02.521429Z,113560113.02864617,11946953.478049811,19.717,15056896,142722448
2021-02-11T14:10:02.495917Z,117307008.06377283,11829836.82671747,16.106,14917632,147191420
2021-02-11T14:20:02.522153Z,115830744.61102046,11727540.474249953,18.69,14745600,146280060
2021-02-11T14:30:02.521741Z,116374084.86980581,11573232.734798715,16.653,14909440,146699900
2021-02-11T14:40:02.466239Z,115665241.32701208,11802599.445647324,21.337,15065088,145911420
2021-02-11T14:50:02.526635Z,117294507.66107559,11372861.63717855,20.071,14721024,147048060
2021-02-11T15:00:02.481886Z,115565931.72927363,11840190.205236394,19.919,15048704,145020540
2021-02-11T15:10:02.671722Z,116842750.5863365,11519751.785943596,21.161,14860288,147007100
2021-02-11T15:20:02.506344Z,116185650.54163526,11461576.161127187,20.08,14565376,146781820
2021-02-11T15:30:02.512473Z,116495969.69865668,11510334.222123472,21.586,14508032,147058300
2021-02-11T15:40:02.581743Z,116678408.328147,11479212.237046149,18.584,14704640,146597500
2021-02-11T15:50:02.485410Z,114814891.11683258,11491093.725067908,19.826,14778368,145555974
2021-02-11T16:00:02.541044Z,112516564.46672074,11406786.790255003,21.099,14671872,140933402
2021-02-11T16:10:02.481226Z,116315629.6340262,11670063.54872948,16.499,14696448,146095740
2021-02-11T16:20:02.492012Z,115932476.47441317,11846146.945426526,20.237,15040512,145829500
2021-02-11T16:30:02.690873Z,115725293.93400395,11069615.980742209,21.099,14000128,145563260
2021-02-11T16:40:02.555832Z,116337587.73496875,10813847.461203108,23.495,13959168,145919498
2021-02-11T16:50:02.563896Z,114914486.89928429,11421822.41712377,23.179,14811136,145842694
2021-02-11T17:00:02.509013Z,117469947.67304614,11843014.443083428,21.806,14974976,147191420
